ID;Type;Summary;State;Assigned User;Project;Purpose;Precondition;Events;Expected Result;Created Date;Test Design Technique;Test Methods
27694619;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_072_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x22F192 (System supplier ECU hardware number).;Positive response with correct response length. ;04.15.2021 18:31:53;;
27694623;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_109_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x220801 (Curb weight (Heading)).;Positive response with correct response length. ;04.15.2021 18:31:57;;
27694625;TM_Test Case;SW_DIA_BR_TEST_C1P_6.19.4.1_2F_005_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the Input Output Control By Identifier (0x2F) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Checking that there is no IO control activation with command 0x220100,starting IO control activation with command 0x2F026503FF01 (Brake light by ECD),checking IO control activation status with command 0x220100,stopping IO control activation with command 0x2F026500,checking IO control activation status with command 0x220100.;Positive responses with correct values and response length. ;04.15.2021 18:31:59;;
27694627;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_115_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x220E01 (Activation hydraulic brake assist).;Positive response with correct response length. ;04.15.2021 18:32:01;;
27694629;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_015_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending 0x2E0C3F (VZM deceleration functions) requests with the valid values and checking the written values with the related reading command,sending 0x2E0C3F requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:32:04;;
27694631;TM_Test Case;SW_DIA_BR_TEST_C1F_6.29.4.1_28_001_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with functional addressing.;Sending 0x280101 (Enable Rx and disable Tx normal communication messages), checking the related frame trasmissions are switched off and the reception of the normal communication messages,Sending 0x280001 (Enable Rx and Tx normal communication messages), checking the related frame trasmissions are switched off and the reception of the normal communication messages.;Positive response with correct communication messages.;04.15.2021 18:32:07;;
27694633;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_078_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Reading out the related EEPROM areas,overwrite the related EEPROM areas for byte 4-14 bytes with random values,sending request 0x22F1A0 (VW sata set number or ECU data container number),writing back the original related EEPROM areas.;Positive response with correct values and response length. ;04.15.2021 18:32:09;;
27694635;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_065_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x22F186 (Active Diagnostic Session) and checking the actual active session.;Positive response with correct values and response length. ;04.15.2021 18:32:11;;
27694637;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_082_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Reading out the related EEPROM areas,overwrite the related EEPROM areas for byte 4-8 bytes with random values,sending request 0x22F1AA (VW workshop system name),writing back the original related EEPROM areas.;Positive response with correct values and response length. ;04.15.2021 18:32:13;;
27694639;TM_Test Case;SW_DIA_BR_TEST_C1F_6.1.4.1_10_004_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic session control (0x10) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with functional addressing.;Sending 0x104F (Development session) request in the acceptable wheel speed limit range and out of the acceptable wheel speed limit range.;Positive response with the proper P2CAN_Server_max values or negative response.;04.15.2021 18:32:15;;
27694641;TM_Test Case;SW_DIA_BR_TEST_C1P_6.20.4.1_31_013_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic service routine (0x31) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Checking that there is no active routine control activation with command 0x220102,sending start rouine request 0x3101040A (Basic setting brake pressure sender),clearing DTCs with command 0x04,checking DTC 0x00010E absence,writing back the original related EEPROM area.;Positive responses with correct values and response length. ;04.15.2021 18:32:18;;
27694643;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_079_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Reading out the related EEPROM areas,overwrite the related EEPROM areas for byte 4-7 bytes with random values,sending request 0x22F1A1 (VW data set version number),writing back the original related EEPROM areas.;Positive response with correct values and response length. ;04.15.2021 18:32:21;;
27694646;TM_Test Case;SW_DIA_BR_TEST_C1P_6.16.4.1._19_004_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read DTC information (0x19) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with functional addressing.;Generating failure Wh1_dia_asx_interruption (DTC 0x030050),correcting failure Wh1_dia_asx_interruption,sending request 0x190603005004 (Report DTC extended data record) with suppress positive response message indication bit and extended data record number 0x04 between the set environments below,generating failure Wh1_dia_asx_interruption,correcting failure Wh1_dia_asx_interruption,sending request 0x190603005004 with extended data record number 0x04 between the set environments below.;Positive responses with the correct values and response length.;04.15.2021 18:32:25;;
27694648;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_086_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x22F1B1 (VW application data set identification).;Positive response without correct response length.;04.15.2021 18:32:27;;
27694650;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_141_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Setting signal value MQB_AB_Gurtschloss_FA_ext to 0 and MQB_FT_Tuer_Status to 0,Setting signal values MQB_AB_Gurtschloss_FA_ext to 0 and MQB_FT_Tuer_Status to 0,setting signal value MQB_AB_Gurtschloss_FA_ext to 0,setting signal value MQB_AB_Gurtschloss_FA_ext to (1),setting signal value MQB_AB_Gurtschloss_FA_ext to 2,setting signal value MQB_AB_Gurtschloss_FA_ext to 3,stopping frame FIDX_MQB_Airbag_01,starting frame FIDX_MQB_Airbag_01, setting signal value MQB_FT_Tuer_Status to 0,setting signal value MQB_FT_Tuer_Status to 1,setting signal value MQB_FT_Tuer_Status to 2,setting signal value MQB_FT_Tuer_Status to 3,setting singal value MQB_FT_Tuer_Status to 2 and starting frame FIDX_MQB_TSG_FT_02,starting frame FIDX_MQB_TSG_FT_02,sending requests 0x0x221018 (Driver Presence Status) between the set environments below.;Positive response with correct values and response length. ;04.15.2021 18:32:30;;
27694652;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_074_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x22F194 (System supplier ECU software number).;Positive response with correct values and response length. ;04.15.2021 18:32:32;;
27694654;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_092_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x22F1B8 (VW system firmware versions).;Positive response with correct response length. ;04.15.2021 18:32:34;;
27694656;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_019_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending the related preconditon value with the 0x2E0C41 (Precondition setting to selected services),sending 0x2E1101 (Anti-slip regulation (ASR)) requests with the valid values and checking the written values with the related reading command,sending 0x2E1101 requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:32:36;;
27694658;TM_Test Case;SW_DIA_BR_TEST_C1P_6.20.4.1_31_008_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic service routine (0x31) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Checking that there is no active routine control activation with command 0x220102,sending start rouine request 0x3101046905 (Basic settings inlet and separating valve),checking routine control activation with command 0x220102,sending status routine request 0x31030469.;Positive responses with correct values and response length. ;04.15.2021 18:32:39;;
27694660;TM_Test Case;SW_DIA_BR_TEST_C1F_6.29.4.1_28_003_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with functional addressing.;Sending 0x280102 (Enable Rx and disable Tx network communication messages), checking the related frame trasmissions are switched off and the reception of the network communication messages,sending 0x280002 (Enable Rx and Tx network communication messages), checking the related frame trasmissions are switched off and the reception of the network communication messages.;Positive response with correct communication messages.;04.15.2021 18:32:42;;
27694664;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_096_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x2204FC (Productionmode deactivate).;Positive response with correct values and response length. ;04.15.2021 18:32:47;;
27694666;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_044_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Setting signal value (MQB_KBI_Kilometerstand_6b2) to a valid values,sending request 0x22180D (Trailer stability).;Positive response with correct values and response length. ;04.15.2021 18:32:49;;
27694668;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_114_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x220AA3 (Expected OBD requirements).;Positive response with correct response length. ;04.15.2021 18:32:51;;
27694670;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_111_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x220A79 (Rough road control).;Positive response with correct response length. ;04.15.2021 18:32:53;;
27694674;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_085_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x22F1B2 (Function software identification).;Positive response without correct response length.;04.15.2021 18:32:58;;
27694676;TM_Test Case;SW_DIA_BR_TEST_C1P_6.20.4.1_31_020_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic service routine (0x31) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Setting IPB switch position to idle,checking the IPB status with command 0x22484F,checking routine control activation with command 0x220102,sending start rouine request 0x310103A1 (Start brake pad replacement mode),checking routine control activation with command 0x220102,checking the IPB status with command 0x22484F,sending status routine request 0x310303A1checking routine control activation with command 0x220102,sending stop routine request 0x310203A1,sending status routine request 0x310303A1,checking routine control activation with command 0x220102,checking the IPB status with command 0x22484F.;Positive responses with correct values and response length. ;04.15.2021 18:33:00;;
27694678;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_011_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x2202B3 (Status of response on event).;Positive response with correct response length. ;04.15.2021 18:33:02;;
27694680;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_020_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending 0x2E0E01 (Activation hydraulic brake assist) requests with the valid values and checking the written values with the related reading command,sending 0x2E0E01 requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:33:05;;
27694682;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_015_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x220265 (Brake light by ECD status).;Positive response with correct response length. ;04.15.2021 18:33:07;;
27694684;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_021_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending 0x2E0E05 (Ready alert brake) requests with the valid values and checking the written values with the related reading command,sending 0x2E0E05 requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:33:09;;
27694688;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_036_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Driving up to 14 kph,slowing down to 0 kph,driving up to 9 kph,slowing down to 0 kph,driving up to 15 kph and setting steering angle sensor value to -40.30 deg with the speed of -13.43 deg/s for 3 sec,setting steering angle sensor value to 0 deg with the speed of 13.43 deg/s for 3 sec and slow down to 0 kph,driving up to 30 kph and setting steering angle sensor value to 19.93 deg with the speed of 6.64 deg/s for 3 sec,setting steeirng angle sensor value to 0 with the speed of -6.64 deg/s for 3 sec and slow down to 0 kph,sending requests 0x221804 (Acceleration sensors) between the set environments below.;Positive response with correct values and response length. ;04.15.2021 18:33:14;;
27694690;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_016_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending the related preconditon value with the 0x2E0C41 (Precondition setting to selected services),sending 0x2E0C40 (eMSR) requests with the valid values and checking the written values with the related reading command,sending 0x2E0C40 requests with the non-valid written values.;Positive values with the valid previously written values or NRC 0x31 negative responses.;04.15.2021 18:33:17;;
27694694;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_113_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x220A33 (Fill and bleed information).;Positive response with correct response length. ;04.15.2021 18:33:22;;
27694697;TM_Test Case;SW_DIA_BR_TEST_C1P_6.29.4.1_28_004_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with functional addressing.;Sending 0x288102 (Enable Rx and disable Tx network communication messages), checking the related frame trasmissions are switched off and the reception of the network communication messages,sending 0x288102 (Enable Rx and Tx network communication messages), checking the related frame trasmissions are switched off and the reception of the network communication messages.;Positive response (no response).;04.15.2021 18:33:24;;
27694699;TM_Test Case;SW_DIA_BR_TEST_C1F_6.1.4.1_10_003_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the diagnostic session control (0x10) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with functional addressing.;Sending 0x1040 (EOL session) request in the acceptable wheel speed limit range and out of the acceptable wheel speed limit range.;Positive response with the proper P2CAN_Server_max values or negative response.;04.15.2021 18:33:27;;
27694701;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_013_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x220258 (Inlet valves status).;Positive response with correct response length. ;04.15.2021 18:33:29;;
27694703;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_067_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x22F189 (VW software version number).;Positive response with correct response length. ;04.15.2021 18:33:31;;
27694705;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_084_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x22F1AF (AUTOSAR standard application software identification).;Positive response without correct response length.;04.15.2021 18:33:33;;
27694707;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_091_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Sending request 0x22F1B4 (Generic technical specifications version).;Positive response with correct values and response length. ;04.15.2021 18:33:35;;
27694709;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_008_M0100;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (default session) with physical addressing.;Sending request 0x2202CA (Knockout Counter).;Positive response with correct response length. ;04.15.2021 18:33:37;;
27694711;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_105_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x220518 (Developer function 113).;Positive response with correct response length. ;04.15.2021 18:33:39;;
27694713;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_012_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending 0x2E0503 (Dimming characteristic 1 (AutoHold)) requests with the wrong length of written values,sending 0x2E0503 requests with the valid values and checking the written values with the related reading command.;Positive responses with the valid previously written values or NRC 0x13 negative responses.;04.15.2021 18:33:41;;
27694715;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_079_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Reading out the related EEPROM areas,overwrite the related EEPROM areas for byte 4-7 bytes with random values,sending request 0x22F1A1 (VW data set version number),writing back the original related EEPROM areas.;Positive response with correct values and response length. ;04.15.2021 18:33:45;;
27694717;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_018_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x2222ED (Parking brake motor left closing stepwise status).;Positive response with correct response length. ;04.15.2021 18:33:48;;
27694719;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_060_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Reading out the related EEPROM areas,overwrite the related EEPROM areas for byte 4-5 bytes and byte 6-7 with random values,sending requests 0x220407 (VW logical software block counter of programming attempts) between the set environments below,writing back the original related EEPROM areas.;Positive response with correct values and response length. ;04.15.2021 18:33:50;;
27694721;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_013_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with physical addressing.;Sending request 0x220258 (Inlet valves status).;Positive response with correct response length. ;04.15.2021 18:33:52;;
27694723;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_095_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x2202CB (Knockout timer).;Positive response with correct response length. ;04.15.2021 18:33:54;;
27694725;TM_Test Case;SW_DIA_BR_TEST_C1P_6.11.4.1_2E_010_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the write data by common ID (0x2E) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending the related preconditon value with the 0x2E0C41 (Precondition setting to selected services),sending 0x2E0902 (Activation of development CAN-Messages) requests with the valid values and checking the written values with the related reading command,sending 0x2E0902 requests with the wrong length of written values.;Positive responses with the valid previously written values or NRC 0x13 negative responses.;04.15.2021 18:33:56;;
27694727;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_025_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x221000 (Developer Routine 01 Status).;Positive response with correct response length. ;04.15.2021 18:33:58;;
27694729;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_136_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x221015 (Developer function 08 VZM Events snapshot data).;Positive response without correct response length.;04.15.2021 18:34:00;;
27694731;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_087_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with physical addressing.;Sending request 0x22F1D5 (FDS project data).;Positive response without correct response length.;04.15.2021 18:34:02;;
27694733;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_134_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x221116 (Developer function 111).;Positive response with correct response length. ;04.15.2021 18:34:05;;
27694735;TM_Test Case;SW_DIA_BR_TEST_C1F_6.29.4.1_28_005_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with functional addressing.;Sending 0x280103 (Enable Rx and disable Tx normal and network communication messages), checking the related frame trasmissions are switched off and the reception of the normal and network communication messages,sending 0x280003 (Enable Rx and Tx normal and network communication messages), checking the related frame trasmissions are switched off and the reception of the normal and network communication messages.;Positive response with correct communication messages.;04.15.2021 18:34:07;;
27694737;TM_Test Case;SW_DIA_BR_TEST_C1P_6.28.4.1_28_004_M0300;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (EOL session) with functional addressing.;Sending 0x288102 (Enable Rx and disable Tx network communication messages), checking the related frame trasmissions are switched off and the reception of the network communication messages.;Positive response (no response).;04.15.2021 18:34:09;;
27694739;TM_Test Case;SW_DIA_BR_TEST_C1P_6.29.4.1_28_003_M0200;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the communication control (0x28) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (extended session) with functional addressing.;Sending 0x280102 (Enable Rx and disable Tx network communication messages), checking the related frame trasmissions are switched off and the reception of the network communication messages,sending 0x280002 (Enable Rx and Tx network communication messages), checking the related frame trasmissions are switched off and the reception of the network communication messages.;Positive response with correct communication messages.;04.15.2021 18:34:11;;
27694741;TM_Test Case;SW_DIA_BR_TEST_C1P_6.8.4.1_22_138_M0400;IN_PROCESS;;/mainline;Diagnostic functionality check: the software should respond positively or negatively to the read data by common ID (0x22) requests of the diagnostic tool.;The environment should be failure-free with a proper bytecode. Entering one of the supported mode (development session) with physical addressing.;Sending request 0x221002 (mFDR (modularer fahrdynamikregler - modular driving dynamics controller) measurement data).;Positive response with correct response length. ;04.15.2021 18:34:13;;
